##################################################;;;;;;;;;;;;;;x,,,,,,,,
# DvD FanFork Localization;;;;;;;;;;;;;;x,,,,,,,,
##################################################;;;;;;;;;;;;;;x,,,,,,,,
### TEMPLATE #####  Venice Expansion (J Master) #####;;;;;;;;;;;;;;x,,,,,,,,
#####lessons_of_the_german_revolution;Lessons from the German Revolution;;;;;;;;;;;;;
#####lessons_of_the_german_revolution_desc;The German Revolution was a event that took place in Frankfurt in the late 18th Century that had been utterly crushed after several catastrophic failures from its leadership. As such, Liberalism has never been seen as important as it was in OTL and unless another revolution were to occur it may never be.;;;;;;;;;;;;;
#####500000.T;Venice wants to buy Durrës;;;;;;;;;;;;x
#####500000.D;The city of Durrës has a history of Venetian control. Interspersed with Serbian, Epirote, Anjou and Albanian control, Venice controled the city. Gained after the Fourth Crusade, but lost soon after. In 1392 the city was recaptured and only being lost in 1501 when the expanding Ottomans conquered the city. With the Ottomans gone, Venice is now looking to regain the city. Whilst we do need the money, it is clear that the loss of our major port would mean the influence of Venice upon our country would become even more massive. Were we to accept, soon, we will loose our independence all together.;;;;;;;;;;;x
#####500000.A;It would be useless to refuse;;;;;;;;;;;x
#####500000.B;Come and take it!;;;;;;;;;;;x
#####KMT_absolute_monarchy;Second Chinese Empire;;;;;;;;;;;;;x,,,,,,,,
#####TRN;Opstalia;;;;;;;;;;;;;;;;;;;;;;;;;
####################################################################################################### BELOW THIS LINE #########################################################################################################;;;;;;;;;;;;;;x,,,,,,,,
war_justification_blocked;Manual Justification Blocked;;;;;;;;;;;;;x,,,,,,,,
war_justification_blocked_desc;§RThis country is stuck in a geopolitical circumstance where there is a status quo that prevents random wars. Wait for future events to unlock manual justification!§W;;;;;;;;;;;;;x,,,,,,,,
landlocked_nation;Landlocked Nation;;;;;;;;;;;;;x,,,,,,,,
landlocked_nation_desc;§RThis country has no access to the oceans and thus has dramatically higher import costs alongside a complete lack of immigration.§W;;;;;;;;;;;;;x,,,,,,,,
the_fugger_fund_title;Partner with the Fuggers;;;;;;;;;;;;;x,,,,,,,, 
the_fugger_fund_desc;The Fuggers are a Danubian banking clan of enormous power who built their fortune on copper monopolies and the Tyrolean gold mines. Later generations used these funds to enter the banking business, eclipsing the Medicis in the 16th century. Since then they have become the go-to lender in Germany. The Fuggers have long been involved in the slave trade, helping Scandinavian and German merchants break the Hansa's Baltic stranglehold. Eventually the Fuggers became princes of the Empire. In short, the Fuggers are wealth itself. We need capital to start up our heavy industries, and the Fuggers are eager to expand into such businesses. With the right incentives - including non-competitive contracts to establish arms factories - the Fuggers can put their money towards building a stronger Germany. Perhaps this style of private-public industrial partnerships will become institutionalized...;;;;;;;;;;;;;x,,,,,,,,
Karnegove_works;The Karnegove Works;;;;;;;;;;;;;
hurricane_devastation;Hurricane Devastation;;;;;;;;;;;;;x,,,,,,,,
##### Chancy ####;;;;;;;;;;;;;;x,,,,,,,,
DUAF1.T;The Binioù;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,
CHFL5.D;”Sanbao was neither quite Asian nor quite Native. It was layered in grime, yet the people who called themselves Qingqiuanese were rather dignified in their mannerisms. Markets, inns, and brothels seemed to outweigh and outnumber the buildings used for traditional work. Within the deep heart of Sanbao however there lay a hint of their true origins and inner beauty. There were a small number of intricately detailed, beautifully crafted buildings that stood apart from all other structures. They seem designed to commemorate and remember the old lands the original sailors came from all those years ago. Despite all of this, combining both Asian and Native cultures, the people seem destined to wane and wither on their laurels. Decadence runs rapid through the city and without my aide Poma I would have gone quite mad with the constant bombardment of advertisements for, unsultry activities.” \n\n -Extract from the account of Hughes Chancy, Anvers journalist;;;;;;;;;;;;;;x,,,,,,,,
CHFL5.A;OK;;;;;;;;;;;;;;x,,,,,,,,
CHFL6.T;Account on civilization in the West : Mexico City;;;;;;;;;;;;;;x,,,,,,,, 
CHFL6.D;”A terse bastardization of both European splendor and traditional native engineering, it lacked in both. Mexico City seemed constantly on the edge concerning both personal capacity along with the ability to control the people themselves. Overpopulation seems to be a pressing concern for the city's continued development, officials have assured me efforts to remedy this are underway, to my skepticism. Although the populations' ethnicities are highly mixed they remain highly devout and devoted to Catholicism and it’s teachings. The city itself was interwoven as if designed and created on top of the old existing Tenochtitlan. Its largest structures above all else were their churches, which had stood proudly since the aged days of New Spain. There is a fervor in the air as their ‘Colombian Alliance’ against the Spanish is still celebrated and honored by the urban peasantry.” \n\n -Extract from the account of Hughes Chancy, Anvers journalist;;;;;;;;;;;;;;x,,,,,,,,
CHFL6.A;OK;;;;;;;;;;;;;;x,,,,,,,,
CHFL7.T;Account on civilization in the West : Spanish Cartagena;;;;;;;;;;;;;;x,,,,,,,, 
CHFL7.D;”A gleaming gem on the Spanish crown, Cartagena was a tropical, luxurious land that was dotted with mulattos and other types. Its people are split, the upper class and most Spanish of the mixed support the continued rule and submission to the Spanish. The mulattos and other lower classes are for the most part apathetic towards any ruler  Libraries, printing presses, and vast estates made up a majority of Cartagena at its center. The city had for a time been depressed, suffering from both plagues of the mind and body. Wars and disease had both taken their toll in the early XVI century. However since then, the territory has expanded rapidly, healing from those times and even growing to displace nearby rival Bogotá. The alleyways are cramped and full of life flowing from each step of the citizenry.”\n\n -Extract from the account of Hughes Chancy, Anvers journalist;;;;;;;;;;;;;;x,,,,,,,,
CHFL7.A;OK;;;;;;;;;;;;;;x,,,,,,,,
CHFL8.T;Account on civilization in the West : Plantagenians;;;;;;;;;;;;;;x,,,,,,,,
CHFL8.D;”New-Orleans combines both the planned organization of the Incas and the awful smell I thought I had left behind in Beornia. The city itself is no less than a tribute to arrogance against God himself. During my time there I saw no less than three minor storms that wiped out and tore down some of the smaller structures away from the city’s center. The planned architecture of the capital was absolutely necessary, as without the wisdom of their builders the city long ago would have been swept away by a rogue wave or typhoon. Just last year the city experienced another disaster that caused a large amount of damage. The government seems committed to the city as its capital however, its strategic importance and historical significance are unmatched by any other settlement in the nation. The people although quaint are kept quite beleaguered with the responsibility of the nation’s numerous slave labor. I cannot abide by the choice to keep those in chains, but when it comes to the New World and its… less civilized components, it must be seen as a necessity to keep a degree of order and civility on the continent.”\n\n -Extract from the account of Hughes Chancy, Anvers journalist;;;;;;;;;;;;;;x,,,,,,,,
CHFL8.A;OK;;;;;;;;;;;;;;x,,,,,,,,
CHFL9.T;Account on civilization in the West : Septimans;;;;;;;;;;;;;;x,,,,,,,,
CHFL9.D;”The Septiman capital was one of opulent luxury, attempting to call back to more civilized times in Europe. The land itself seemed sculpted to develop a perfect dockyard for maritime commerce. The port and its various functions were constantly receiving and shipping goods, their capacity stretched to the breaking point. Money seemed to flow freely in my time at the various theaters and ‘entertainment’ venues. The streets were newly paved, with a certain street becoming famous for its relation to both wealth and power. My aide Poma came close to breaking his neck, spending hours with it craned upward towards the larger buildings in the capital’s center[…] The people, ‘Septimans’ as they called themselves, are Europeans in all but name. The sister republics within their Republic, recently united into a single confederacy, fight and bicker like any ancient Greek polis.”\n\n -Extract from the account of Hughes Chancy, Anvers journalist;;;;;;;;;;;;;;x,,,,,,,,
CHFL9.A;OK;;;;;;;;;;;;;;x,,,,,,,,
CHFL10.T;Account on civilization in the West : Vinlandics and the Skræling;;;;;;;;;;;;;;x,,,,,,,, 
CHFL10.D;”Eriskhavn, the last city of Arcadia where a European flag still hails bravely over, is a meager city compared to what we have seen in our travels. The spirit of the first Vinlandic settlers still shines through in their descendants, dim though it may be. Still mainly built in wood, the city lies miles away from where the river Frysja meets the sea. Its city center is quite underwhelming, looking as one would expect a frontier settlement to. However, people there are hardworking, despite the presence of many ‘Skræling’, as the Indians are called. The Vinlandic people are a rugged and vigorous people, deeply committed to the land and its development. There is a sense of agitation all over as the settlers have become less attached to Copenhagen than a few decades ago. One can feel that the European presence is seen as a relic, and that is a shame for the various government officials who spoke to me politely and very courteously during my stay. […] We had seen plenty of sights on our travels together but the sight of the river Frijya nearly all frozen has caught my helper Poma by surprise. To see snow and frozen seas are a rarity in the South and one that often foretold of ominous doom.”\n\n -Last entry of Hugues Chancy’s Account on Civilization in the West.;;;;;;;;;;;;;;x,,,,,,,,
CHFL10.A;OK;;;;;;;;;;;;;;x,,,,,,,,
CHFL11.T;The Incidient at Anvers;;;;;;;;;;;;;;x,,,,,,,, 
CHFL11.D;”Arriving back home was not quite as triumphant as anticipated. There were of course several celebrations. For a journalist to cross half of the world and survive was still a testament to modern civilization. However, I was also harassed by local Burgundian radicals, angered by my outspoken support for Her Majesty the Queen. Most of these ruffians were harmless – save one who decided to settle his grievances with me by force. As I am a graceful man, this might have undone me, but I was saved by my good fortunes and forethought. My trusted helper Poma stopped the knife-thrust of my attacker with but a single outstretched hand, much to the amazement of the crowd. The ruffians retreated at once, and I was in debt to Poma for his assistance. All he asked was that he be allowed to return home. I did so without delay, paying for his voyage. To my surprise, traveling with Poma has been one of my most exciting adventures to date. Without him, I fear my travels would have ended long ago.” -Hugues Chancy’s editorial in the Anvers Chronicle;;;;;;;;;;;;;;x,,,,,,,,
CHFL11.A;An Indian saving a Burgundian man’s life? Good heavens!;;;;;;;;;;;;;;x,,,,,,,,
CHFL12.T;The account of Waman Poma;;;;;;;;;;;;;;x,,,,,,,, 
CHFL12.D;Four years ago a local official in the port of Urayacasta, a member of the Incan family dynasty, entrusted to a Burgundian journalist a man by the name of Waman Poma. A Quechua localman who was renowned for his strength. In return, we had received manuscripts that had helped our efforts at rapid modernization and industrialization. Now Waman Poma has returned, as the Burgundian journalist had returned to Europe following the conclusion of his journey. Waman Poma was brought to give his account of the expedition both to satisfy the curiosity of those interested in the wider world and for the more pragmatic purpose of learning new advanced technologies. With his account now recorded and disseminated we have gained a treasure trove of valuable testimony for the use and development of more advanced fortifications, infrastructure, and cultural development.  ;;;;;;;;;;;;;;x,,,,,,,,
CHFL12.A;A fruitful investment.;;;;;;;;;;;;;;x,,,,,,,,
DUAF2.D;As a series of blights takes over Europe's potato crop. Ireland in particular was hit hardest in our territories. Having swapped to the potato after a population boom and the encroachment of Irish lords upon communal lands, turning to cash crops to better themselves. The recent large-scale blight had bought a significant hunger in the Irish counties, as well as small-scale across the Crownlands.In an effort to control the inflating prices in Ireland for grain, the Royal Lieutenant, François de Lally, forced the closure of Irish ports, as well as issued with royal support an edict for the grain harvests to be sold in the counties at the equal price of France's own produce. The grumbling Irish lords, faced with imprisonment if they awaited the reopening, have begrudgingly and slowly started to sell their cash crops back to the populace at the standard rate.When de Lally was put to question in parliament, he cited the witness statements from the starving German states, and how he 'refused to let that happen here'. ;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,
DUAF2.A;Please, it's not like they would have starved!;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,
##### Unsorted Other ####;;;;;;;;;;;;;;x,,,,,,,,
Amerigan_mines;The mines of Ameriga;;;;;;;;;;;;;;x,,,,,,,,
Amerigan_mines_desc;With the opening of the new Amerigan mines, we have seen a massive increase in our output of coal for industrial purposes. We are also seeing a significant boom monetarily with the establishment of nearby factories. A new industry is being developed!;;;;;;;;;;;;;;x,,,,,,,,
Jean_LOT;President Jean;;;;;;;;;;;;;;x,,,,,,,,
Jean_LOT_desc;Jean Bouillon, the former heir to the Burgundian throne and national hero of Lotharingia, is President of the nation. May God bless his administration.;;;;;;;;;;;;;;x,,,,,,,,
New_Merica_consciousness;Mercian discontent;;;;;;;;;;;;;;x,,,,,,,,
opened_the_pampas; Opening the Pampas;;;;;;;;;;;;;;x,,,,,,,,
opened_the_pampas_desc;With the decision to open the vast tracts of Southern Lotharingia to foreign investment, the locals in the region have resented this decision greatly. The barons of the region relied on the land for their businesses and will not take this decision lightly.;;;;;;;;;;;;;;x,,,,,,,,
New_Merica_immigration;Immigration to New Mercia;;;;;;;;;;;;;;x,,,,,,,,
european_advisors;European advisors;;;;;;;;;;;;;;x,,,,,,,,
european_advisors_desc;Edward I has continued and advanced the process of inviting European advisors to help reform our nascent industry. We are reaping these benefits with gratitude.;;;;;;;;;;;;;;x,,,,,,,,
barons_angry;Barons displeased;;;;;;;;;;;;;;x,,,,,,,,
barons_angry_desc;Edward I's choices have upset and threatened the Barons political influence. They will likely cause trouble for some time;;;;;;;;;;;;;;x,,,,,,,,
support_the_barons;Barons pleased;;;;;;;;;;;;;;x,,,,,,,,
support_the_barons_desc;The local Barons have lauded our recent decisions. We can expect to see their support grow for some time.;;;;;;;;;;;;;;x,,,,,,,,
immigration_for_all;General immigration;;;;;;;;;;;;;;x,,,,,,,,
immigration_for_all_desc;The decision to incorporate and encourage any and all immigrants towards Beornia has resulted in a massive boom to immigration.;;;;;;;;;;;;;;x,,,,,,,,
immigration_WASP;Limited immigration;;;;;;;;;;;;;;x,,,,,,,,
immigration_WASP_desc;Edward I has come to allow a small, limited number of ethnicities to immigrate to Beornia. We have seen a moderate increase in the amount of immigration to Beornia as a result.;;;;;;;;;;;;;;x,,,,,,,,
NAN_INC_warfare;Fighting for Home;;;;;;;;;;;;;;x,,,,,,,,
NAN_INC_warfare_desc;We fight for the very survival of our people, our nation, our identity as Beornians! We will never back down, never surrender, for the King! For Beornia!;;;;;;;;;;;;;;x,,,,,,,,
NAN_draft;Draft everyone;;;;;;;;;;;;;;x,,,,,,,,
NAN_draft_desc;The King has called forth every able-bodied man to defend the nation from the barbaric invaders from the Andes mountains. Every man, be they of legal age or not, and even some women, have answered the call.;;;;;;;;;;;;;;x,,,,,,,,
INC_catching_up;Reforming the State;;;;;;;;;;;;;;x,,,,,,,,
INC_catching_up_desc;With Beornia's defeat, we have gained access to a trove of knowledge and advanced weaponry. With the opening of diplomatic relations to the world's great powers, we are working quickly to incorporate the new ideals of European modernity.;;;;;;;;;;;;;;x,,,,,,,,
INC_rule;Incan Authority;;;;;;;;;;;;;;x,,,,,,,,
INC_rule_desc;The Empire is run with the absolute rule and authority of the Sapa Inca. He is unquestionable and untouchable. If we ever bend to the whims of the influence to give more political power or representation to the people, the very Empire itself would crumble to dust.;;;;;;;;;;;;;;x,,,,,,,, 
lover_and_benefactor_of_the_poor;Beneficence Act;;;;;;;;;;;;;;x,,,,,,,,
lover_and_benefactor_of_the_poor_desc;The Sapa Inca has, through the Beneficence Act, outlawed child labor, strengthed the national healthcare system, and created a pension fund for the Empire's elderly. He has been called 'Emperor of the Socialists' for this.;;;;;;;;;;;;;;x,,,,,,,,
QUI_romantico_rule;Romantico Control;;;;;;;;;;;;;;x,,,,,,,,
QUI_romantico_rule_desc;The Romantico clique has taken full control of Quito. We can expect to see their reforms and effects for as long as they remain in power. The people are supportive of this new Government after they have claimed to support all the people of Quito.;;;;;;;;;;;;;;x,,,,,,,,
INC_unrecognized;Unrecongized Nation;;;;;;;;;;;;;;x,,,,,,,,
INC_unrecognized_desc;We are unrecognized in all global affairs. We are ignored in most diplomatic agreements, disregarded on the world stage, and international superpowers concerned with Ameriga do not even care to know we exist.;;;;;;;;;;;;;;x,,,,,,,,
INC_imperium_assim;Imperial Assimilation;;;;;;;;;;;;;;x,,,,,,,,
INC_imperium_assim_desc;The official establishment of an Imperial identity is underway. One nation, one family, one empire, all under Inti.;;;;;;;;;;;;;;x,,,,,,,,
INC_panic;Military Panic;;;;;;;;;;;;;;x,,,,,,,,
INC_potato_blight;The Great Andine Famine;;;;;;;;;;;;;;x,,,,,,,,
Quiso_rule;Legacy of Quiso Capac;;;;;;;;;;;;;;x,,,,,,,,
##### Anniversaries #####;;;;;;;;;;;;;;x,,,,,,,,
ANI1.T;Leif Erikson's day;;;;;;;;;;;;;;x,,,,,,,,
ANI1.D;900 years ago Vinland was discovered and named by Leif Erikson, son of the settler of Greenland, Erik the Red, after he had seen wild grapes on the shore he landed. While much of his life is unknown apart from some unreliable sagas, and the Vinlanders of old gone, the figure of Leif has been hailed as a national hero since the times of the first settlers. With no precise day for the discovery except that it was fall, the date of Leif's Day was settled by the Vinlandic Parliament to be celebrated on the day before the anniversary of the independence of Vinland on the 17th September. All years the 17th and 18th September are days of celebrations and pride for all people of Vinland. But to mark the canonial date, a replica of a Viking ship has sailed from Iceland to Erikshavn where his arrival was met with an immense and joyous crowd.;;;;;;;;;;;;;;x,,,,,,,,
ANI1,A;Truly a day to be remembered !;;;;;;;;;;;;;;x,,,,,,,,
##### European Flavour (Arleck) ##############;;;;;;;;;;;;;;x,,,,,,,,
hydropower_sca;Norwegian Hydropower;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
hydroelectric_giant_title;Hydroelectric Giant;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
hydroelectric_giant_desc;' To the thirsty I will give water without cost from the spring of the water of life....and by god, people, he delivered us Norway.'\n\nAs electricity has become a stark part of urban life & springing into the rural countryside, a means to produce it has came unto us with the mass capability of the water turbine. With the vast, norwegian fjords and their plenty waters, a buildup of Hydropower stations is an easy cost to take for the mass production of local energy, especially when the alternative is the usage of our hard laboured coal.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
collegium;Collegium Trilingue;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
united_language_RUS;United Russian Language;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
united_language_RUS_desc;We have established a single standard by which the Russian language should be read, written, and spoken, enhancing our education and communication efficiency.;;;;;;;;;;;;;;
SCAF1D;'And so I implore to the local nobility, the scurriers of hoarding, the plight of our nations hardwork, the thieves of worked hands, for them to gaze upon the fields of Skane, of my work, and tell me I am not correct in my hypothesis.'\nHendrik Ondriksson was one of Scandinavia's leading agroecologists of his period, his advocacy for the total adoption of four-crop systems & unforgiving opinion for land reform had earned him both critical acclaim and seething critics by the nobility, who were more than a little aware of Ondriksson's scathing letters towards them.\nToday, it matters naught, as Ondriksson has passed away in his sleep. His will has certified that he wishes for his botanical garden that lies in Christiania  to go to the University of Gamlebyen.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
SCAF1A;Rest in peace, Ondriksson.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
SCAF1B;Finally, this old crone is dead.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
SCAF2D;Fishing has been the lifeblood for many in the North Sea. It's plentiful bounty, been competed for from generations of fisherman. But although such is the waters plenty, it has never been without it's territorial ambition.\nIn Trondheim, this was seen today, as a large fishing fleet of Scottish Fishers had came to port, only to be met with anger and fiery words by local Fisherman, who have sworn the Scottish were poaching upon their healthy waters. Words became blows, blows became fights, fights became riots.\nBy the end of the night, the port was rushing with action of a more violent nature.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
SCAF2A;The Sea is large enough for all, you fools!";;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
SCAF3D;Although the Urban Centres of Scotland have been centres of industry, commerce & good relations with the Scots for Centures. The various Clans of Scotland has been a weaving of loyalties, blood rivalries & even wars from the Highlands to the Lowlands. The most our efforts have led to were the exile of Clan Mackay, Dunbar & the Fraser's to Sydoe.\nBut now, the drunken tirades of the Heir of Clan McRaith, and the reacting drunken murder of a member of G?rdanaich once more seems to have Scotland on the brink of another series of clan wars, and with the weaving of alliances threatening to bring in various more across the country, this might just be the largest yet!.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
SCAF3A;Call for mediation immediately!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
SCAF3B;Let the Clans have their feuds!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
SCAF3C;These Fools again! Push the clans to Sydoe!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
SCAF4D;After two weeks of tense negotiation, with insults and thrown tables between the clans. It seems our efforts have paid off. Clan McRaith will pay compensation to Clan G?rdanaich and in return, G?rdanaich will drop the feud.\nAlthough this act of mediation with the clans has earned us some satisfaction with the Scottish, the act of compromise with such strange customs has alienated the Scottish-Scandinavians.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
SCAF4A;Better peace, then bloodshed.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
